    0.227955266833305359E+01    0.214546716872572899E+10    0.147615818977355957E+04   -0.106561422348022461E+01   -0.170324885845184326E+01   -0.185437774658203125E+01   -0.506824100017547607E+01   -0.559002542495727539E+01   -0.692724866326638359E+14   -0.599146350544150419E+01    1
    0.221278294920921326E+01    0.215168386300206184E+10    0.173065381050109863E+04   -0.619817256927490234E+00   -0.343424320220947266E+00   -0.596807992458343506E+01   -0.188339066505432129E+01   -0.303647375106811523E+01   -0.175334918078734106E+13   -0.599396350544151169E+01    1
    0.219441637396812439E+01    0.164917129818916321E+10    0.155722396373748779E+04   -0.560040616989135742E+01   -0.158448565006256104E+01   -0.361763012409210205E+01   -0.474209761619567871E+01   -0.243814301490783691E+01   -0.784665011881160126E+11   -0.599646350544151474E+01    1
    0.215738072991371155E+01    0.229835672776699066E+10    0.147482030391693115E+04    0.129956722259521484E+01   -0.147604644298553467E+01   -0.547061991691589355E+01   -0.563471210002899170E+01   -0.111123347282409668E+01   -0.505920500559029388E+11   -0.599896350544151957E+01    1
    0.215979129076004028E+01    0.194006982002496743E+10    0.179348795413970947E+04   -0.354593181610107422E+01   -0.376185965538024902E+01   -0.512648677825927734E+01   -0.139997363090515137E+01   -0.388165926933288574E+01   -0.396135525155264053E+11   -0.600146350544151552E+01    1
    0.210216146707534790E+01    0.245823779684305191E+10    0.189537065029144287E+04   -0.109319448471069336E+01   -0.216107904911041260E+01   -0.250367224216461182E+01   -0.287315618991851807E+01   -0.912531137466430664E+00   -0.387970457235039062E+11   -0.600396350544151858E+01    1
    0.233042874932289124E+01    0.202495777444958687E+10    0.192476170063018799E+04   -0.142262268066406250E+01   -0.580494868755340576E+01   -0.196036326885223389E+01   -0.233581459522247314E+01   -0.516627073287963867E+00   -0.217503160283938255E+11   -0.600646350544151630E+01    1
    0.219904139637947083E+01    0.225961060605764389E+10    0.146934347152709961E+04   -0.594745111465454102E+01   -0.118840062618255615E+01   -0.356136023998260498E+01   -0.520336782932281494E+01   -0.235174906253814697E+01   -0.173512444806965599E+11   -0.600896350544152469E+01    1
    0.211452823877334595E+01    0.254072179724454927E+10    0.219394438266754150E+04   -0.434281206130981445E+01   -0.176568853855133057E+01   -0.341340386867523193E+01   -0.184539198875427246E+01   -0.824897646903991699E+00   -0.120700091377148819E+11   -0.601146350544151886E+01    1
    0.226795548200607300E+01    0.258582120815634727E+10    0.194430522918701172E+04   -0.829514980316162109E+00   -0.889832496643066406E+00   -0.113622486591339111E+01   -0.308332622051239014E+01   -0.245116388797760010E+01   -0.102564137786592922E+11   -0.601396350544150859E+01    1
    0.241183936595916748E+01    0.169740364165902138E+10    0.208393316268920898E+04   -0.821730613708496094E+00   -0.460539293289184570E+01   -0.226120913028717041E+01   -0.271421599388122559E+01   -0.436563920974731445E+01   -0.247507156485843945E+10   -0.601646350544151520E+01    1
    0.220999041199684143E+01    0.242924150259971666E+10    0.225356953144073486E+04    0.157377767562866211E+01   -0.102025938034057617E+01   -0.418673872947692871E+01   -0.264364171028137207E+01   -0.586203968524932861E+01   -0.177604208390642786E+10   -0.601896350544151559E+01    1
    0.234411105513572693E+01    0.186630755983591080E+10    0.220111732482910156E+04   -0.435022258758544922E+01   -0.967020392417907715E+00   -0.232526564598083496E+01   -0.532864129543304443E+01   -0.298748767375946045E+01   -0.887225160947443724E+09   -0.602146350544152753E+01    1
    0.233754214644432068E+01    0.185707235937953019E+10    0.172989826202392578E+04   -0.330354213714599609E+00   -0.211283183097839355E+01   -0.531900501251220703E+01   -0.456159210205078125E+01   -0.377124202251434326E+01   -0.848385203422183990E+09   -0.602396350544153325E+01    1
    0.238779550790786743E+01    0.272630971472263336E+10    0.205444519519805908E+04    0.229550838470458984E+00   -0.353162741661071777E+01   -0.539036250114440918E+01   -0.291196990013122559E+01   -0.480629897117614746E+01   -0.363170919438829958E+09   -0.602646350544152298E+01    1
    0.201272830367088318E+01    0.264567387117385864E+10    0.117786781787872314E+04   -0.367828369140625000E+01   -0.567395102977752686E+01   -0.669354915618896484E+00   -0.747809171676635742E+00   -0.568353581428527832E+01   -0.251618635303453177E+09   -0.602896350544150561E+01    1
    0.203945183753967285E+01    0.177766587016582489E+10    0.108993129730224609E+04    0.184667491912841797E+01   -0.439696741104125977E+01   -0.143668735027313232E+01   -0.545762515068054199E+01   -0.457716178894042969E+01   -0.237135775450575083E+09   -0.603146350544150955E+01    1
    0.225105401873588562E+01    0.161636051354408264E+10    0.213914089202880859E+04    0.450229644775390625E+00   -0.250440573692321777E+01   -0.182256853580474854E+01   -0.445722734928131104E+01   -0.587385356426239014E+01   -0.166962342735665232E+09   -0.603396350544152682E+01    1
    0.217664977908134460E+01    0.141623502893209457E+10    0.167237906455993652E+04   -0.180500173568725586E+01   -0.354033207893371582E+01   -0.348047268390655518E+01   -0.470562064647674561E+01   -0.303743720054626465E+01   -0.513068080699465126E+08   -0.603646350544153165E+01    1
    0.209566390514373779E+01    0.277429403714299202E+10    0.197789256572723389E+04   -0.652446746826171875E-01   -0.205752468109130859E+01   -0.229583859443664551E+00   -0.136900520324707031E+01   -0.325529408454895020E+01   -0.254102184053815641E+08   -0.603896350544152227E+01    1
    0.202427020668983459E+01    0.189231293357372308E+10    0.671183633804321289E+03   -0.222974777221679688E+00   -0.374465453624725342E+01   -0.335497570037841797E+01   -0.509180724620819092E+01   -0.556983447074890137E+01   -0.201363764022257179E+08   -0.604146350544151556E+01    1
    0.225640398263931274E+01    0.162581681609869003E+10    0.176462726593017578E+04   -0.462324142456054688E+00   -0.404591524600982666E+01   -0.489945244789123535E+01   -0.289073467254638672E+01   -0.107013452053070068E+01   -0.177994228871911280E+08   -0.604396350544152039E+01    1
    0.214997756481170654E+01    0.236234765866518021E+10    0.115888159275054932E+04   -0.761627674102783203E+00   -0.578758835792541504E+01   -0.469883215427398682E+01   -0.125053703784942627E+01   -0.200802969932556152E+01   -0.148709127163477149E+08   -0.604646350544152966E+01    1
    0.232046920061111450E+01    0.181083135158062005E+10    0.203004865646362305E+04   -0.187208700180053711E+01   -0.482001686096191406E+01   -0.560721337795257568E+01   -0.575689280033111572E+01   -0.590852665901184082E+01   -0.652846164623199683E+07   -0.604896350544152206E+01    1
    0.231645917892456055E+01    0.238105466299176216E+10    0.145686178207397461E+04   -0.206331872940063477E+01   -0.345510435104370117E+01   -0.881732940673828125E+00   -0.217255246639251709E+01   -0.230975031852722168E+01   -0.584495594035604224E+07   -0.605146350544152156E+01    1
    0.201643332839012146E+01    0.214610047247409821E+10    0.127308480739593506E+04   -0.397272109985351562E-01   -0.478798520565032959E+01   -0.464261305332183838E+01   -0.251288723945617676E+01   -0.221113944053649902E+01   -0.424076704968547728E+07   -0.605396350544152995E+01    1
    0.231376990675926208E+01    0.253059685460925102E+10    0.126250772476196289E+04   -0.507126235961914062E+01   -0.460995805263519287E+01   -0.420297539234161377E+01   -0.166186738014221191E+01   -0.334520959854125977E+01   -0.771105830183984945E+06   -0.605646350544151790E+01    1
    0.228515213727951050E+01    0.246731706739902496E+10    0.131266789436340332E+04   -0.274081087112426758E+01   -0.932520747184753418E+00   -0.870655775070190430E+00   -0.336428904533386230E+01   -0.314819920063018799E+01   -0.516759539422121074E+06   -0.605896350544151829E+01    1
    0.224701499938964844E+01    0.259507274333238602E+10    0.161851959228515625E+04   -0.454448366165161133E+01   -0.255237329006195068E+01   -0.153720152378082275E+01   -0.414898395538330078E+00   -0.281844234466552734E+01   -0.385826862787038146E+06   -0.606146350544153112E+01    1
    0.227284169197082520E+01    0.203703246589303017E+10    0.927263307571411133E+03   -0.511876964569091797E+01   -0.101267516613006592E+01   -0.556693339347839355E+01   -0.362796378135681152E+01   -0.461021018028259277E+01   -0.298657777947302093E+06   -0.606396350544153950E+01    1
    0.240055343508720398E+01    0.220793447031378746E+10    0.136024932861328125E+04   -0.545888376235961914E+01   -0.721775293350219727E+00   -0.135579049587249756E+01   -0.291426444053649902E+01   -0.129110634326934814E+01   -0.226105893611727573E+06   -0.606646350544153368E+01    1
    0.244138109683990479E+01    0.194519875531673455E+10    0.204008798599243164E+04   -0.572362327575683594E+01   -0.282028520107269287E+01   -0.374291968345642090E+01   -0.274858117103576660E+00   -0.342831122875213623E+01   -0.180621442177991732E+06   -0.606896350544153407E+01    1
    0.246153864264488220E+01    0.188481288037896156E+10    0.141731183528900146E+04   -0.336297750473022461E+01   -0.163662314414978027E+01   -0.179557836055755615E+01   -0.449143052101135254E+01   -0.355061745643615723E+01   -0.174776358148636617E+06   -0.607146350544153712E+01    1
