1.089624519365074429e+00 1.170507151993078381e-03
1.098746218059934776e+00 1.225849361689032449e-03
1.107944278277138483e+00 1.281730056684412828e-03
1.117219339270652645e+00 1.373238177126610187e-03
1.126572045645905851e+00 1.376842482643214540e-03
1.136003047404587463e+00 1.391323569488560775e-03
1.145512999989819258e+00 1.378338110335352402e-03
1.155102564331709436e+00 1.466200286614569286e-03
1.164772406893286760e+00 1.437523820941190474e-03
1.174523199716817290e+00 1.480304800532310575e-03
1.184355620470512571e+00 1.405893307639463023e-03
1.194270352495624854e+00 1.372476813432706470e-03
1.204268084853939769e+00 1.305237030658585587e-03
1.214349512375666684e+00 1.236344233665966899e-03
1.224515335707723640e+00 1.192522744201648987e-03
1.234766261362434836e+00 1.162268846053263627e-03
1.245103001766634243e+00 1.138252676743932348e-03
1.255526275311175555e+00 1.123703572987174619e-03
1.266036806400859804e+00 1.121306122656841363e-03
1.276635325504781093e+00 1.136131750373153013e-03
1.287322569207093981e+00 1.168625058645620003e-03
1.298099280258202981e+00 1.208743698122592908e-03
1.308966207626384826e+00 1.255774814631542861e-03
1.319924106549840603e+00 1.300474760440450007e-03
1.330973738589184219e+00 1.406157053906742895e-03
1.342115871680368944e+00 1.461869521017686215e-03
1.353351280188056949e+00 1.521605822711084030e-03
1.364680744959437364e+00 1.547006557048205165e-03
1.376105053378498422e+00 1.560593739301207586e-03
1.387624999420743910e+00 1.567990836307091513e-03
1.399241383708376585e+00 1.578300249344143785e-03
1.410955013565939664e+00 1.557575462248606425e-03
1.422766703076424166e+00 1.545639066219874330e-03
1.434677273137848319e+00 1.514655070620170903e-03
1.446687551520307036e+00 1.477198737774838930e-03
1.458798372923502562e+00 1.430344203559540161e-03
1.471010579034756738e+00 1.403915853980368129e-03
1.483325018587500654e+00 1.371079003683732447e-03
1.495742547420265689e+00 1.330464801584278073e-03
1.508264028536165258e+00 1.300072129877783214e-03
1.520890332162867287e+00 1.259906024922336854e-03
1.533622335813078719e+00 1.228699737811446251e-03
1.546460924345526955e+00 1.202010067380593393e-03
1.559406990026459772e+00 1.195616049292433890e-03
1.572461432591655717e+00 1.185247608569704996e-03
1.585625159308954091e+00 1.195683474282752297e-03
1.598899085041310508e+00 1.275790771851929113e-03
1.612284132310376483e+00 1.404367090103386890e-03
1.625781231360617252e+00 1.499140227543488109e-03
1.639391320223957171e+00 1.488651412162750884e-03
1.653115344784974017e+00 1.488134759953949711e-03
1.666954258846641501e+00 1.543465821815981961e-03
1.680909024196611590e+00 1.522292403089185470e-03
1.694980610674059252e+00 1.555743807002465994e-03
1.709169996237086542e+00 1.553156839338246239e-03
