    0.291484011898630957E+01    0.164145944894704556E+10    0.559520517958510709E+03   -0.291070718469470080E+00   -0.169192216374083060E+01   -0.105670899008143593E+01   -0.584272664754676097E+01    0.159064133531739770E+03
    0.273907686302164999E+01    0.171186717678457308E+10    0.752607626291658903E+03   -0.757349309167113738E+00   -0.306011115647922738E+01   -0.316361444846417150E+01   -0.102537034634235269E+01    0.159945673640586904E+03
    0.286034743368245703E+01    0.162141410755317950E+10    0.484644467117818294E+03   -0.104448831646763551E+00   -0.100828477889181833E+01   -0.357518063172737888E+01   -0.214908897014238942E+01    0.160760724608733142E+03
    0.285604193225434333E+01    0.159164680098631668E+10    0.607623464543753926E+03    0.102031562176442758E+01   -0.154152050081784253E+01   -0.581407126399931951E+01   -0.407058843819451965E+01    0.161021316340432321E+03
    0.285430755042399031E+01    0.169177002691335940E+10    0.884765161637712481E+03    0.164151740996432771E+01   -0.291925053442306437E+01   -0.278693432827295373E+01   -0.538697853669983484E+01    0.161058892004366555E+03
    0.252220709403124443E+01    0.167384845945208597E+10    0.853859534965342164E+03   -0.139126865823355228E+01   -0.294067783243018743E+01   -0.306264761984955536E+01   -0.504523723246600841E+01    0.161132894825601142E+03
    0.258341260468451761E+01    0.176161007324858546E+10    0.616119410437274723E+03    0.611853089932480998E+00   -0.348835122178893009E+01   -0.399120304628631972E+01   -0.429691570319108962E+01    0.161232309953107318E+03
    0.276344686572870879E+01    0.163206392390019393E+10    0.484296941160764391E+03   -0.949506733181699758E-01   -0.123207851427777371E+01   -0.223113267228259193E+01   -0.237900815772905672E+01    0.161522259147883915E+03
    0.284011417444383785E+01    0.164102663860630155E+10    0.996930232789940760E+03    0.605320340080343300E+00   -0.252529888420627424E+01   -0.315771923632586660E+01   -0.314552173347027253E+01    0.161545279156037026E+03
    0.283444908583277666E+01    0.160795269138658547E+10    0.596645268240226642E+03    0.128716109471955775E+01   -0.104764600688565235E+01   -0.285871159213475057E+01   -0.432621800906653942E+01    0.161545635935366306E+03
    0.278982158030611505E+01    0.175361966039475489E+10    0.782664984884419027E+03   -0.394838606716376717E-01   -0.332029253762949672E+01   -0.364760237634429885E+01   -0.559673348698151329E+01    0.161757346294160101E+03
    0.289644075806031065E+01    0.160593501025025105E+10    0.780310435876822794E+03    0.518504357538626337E+00   -0.142851657673262533E+01   -0.132516205500782647E+01   -0.295683346521160662E+01    0.162051906945380864E+03
    0.256221478497698163E+01    0.174036113785761762E+10    0.420510247207877114E+03    0.303859134947201071E+00   -0.321160126133732504E+01   -0.439504811973099585E+01   -0.383519558767351931E+01    0.162084985121594542E+03
    0.257742598804074907E+01    0.165331696940066504E+10    0.326647367676932504E+03    0.725647699118802336E+00   -0.179588102354815327E+01   -0.734342314314138100E+00   -0.528814677678140033E+01    0.162130216038505523E+03
    0.285861761007652104E+01    0.159352485143808556E+10    0.646588097351168017E+03   -0.160326308164416886E+01   -0.100899622078840601E+01   -0.324567843046584725E+01   -0.292063686083877982E+01    0.162190027093631102E+03
    0.278575957642526184E+01    0.160809904241685534E+10    0.545814923685543022E+03   -0.169852575392350502E+01   -0.114678467827095609E+01   -0.352219827553987530E+01   -0.468284337538780093E+01    0.162196094233837044E+03
    0.264192162768727279E+01    0.167416828059269476E+10    0.686856529677127924E+03    0.180608176650272156E+01   -0.276079275632817867E+01   -0.303562975731223528E+01   -0.502986097137265986E+01    0.162206104238777016E+03
    0.287633667035311191E+01    0.162345590233440042E+10    0.535757608003184487E+03   -0.882272015694262279E+00   -0.137296204184092030E+01   -0.228130161928232411E+01   -0.360216212436290029E+01    0.162217551124045571E+03
    0.289579962905778343E+01    0.158490564253771758E+10    0.754277883671614063E+03   -0.729180941972627394E+00   -0.160149435009160435E+01   -0.552197227544435076E+01   -0.380142815848180016E+01    0.162304016648006751E+03
    0.287951682204340731E+01    0.158208916453957105E+10    0.749381016843130283E+03    0.133021133172520400E+01   -0.108022800663708196E+01   -0.468278642394994193E+01   -0.571109418355458409E+01    0.162348407491296655E+03
    0.284897978527645268E+01    0.157235827055990863E+10    0.618230558601137318E+03   -0.288174445305823923E+00   -0.653344289145943335E+00   -0.269719794355841369E+01   -0.164516421402361601E+01    0.162453436119149217E+03
    0.277796681648065080E+01    0.164128872950173831E+10    0.735582991894290558E+03   -0.135764234819227081E+01   -0.236975905428605538E+01   -0.287151706634594461E+01   -0.327628686587752282E+01    0.162602116743482185E+03
    0.263736391996770658E+01    0.161010023341833448E+10    0.479680084695661662E+03   -0.133232329587042031E+01   -0.128092850812386239E+01   -0.362719613787288253E+01   -0.150099881487174880E+01    0.162686723431608357E+03
    0.292377743301405113E+01    0.151002449147140121E+10    0.986261846976057541E+03    0.103326821520234269E+01   -0.858103543718508277E+00   -0.562534048549551624E+01   -0.444327346758169295E+01    0.162713458158533115E+03
    0.268360507060804121E+01    0.157042424008866668E+10    0.516461648879474410E+03   -0.129058076938921751E+01   -0.108108910338844755E+01   -0.595570681794858281E+00   -0.403760835171992749E+01    0.162766712983101343E+03
    0.290339416250679871E+01    0.164507085907598543E+10    0.667301373068486441E+03    0.139851136083053618E+01   -0.181011668250528768E+01   -0.406968543928612014E+01   -0.433400471288335964E+01    0.162947772889344833E+03
    0.272687860651188396E+01    0.157820363093093109E+10    0.510506397007249461E+03   -0.214876814545799411E+01   -0.814452340185186863E+00   -0.493444920529446396E+01   -0.437044951884081634E+01    0.163034929904758712E+03
    0.288664358978989632E+01    0.154620495993243480E+10    0.802867005061667214E+03    0.945979307770070221E+00   -0.861108291073636067E+00   -0.109033491767082680E+01   -0.397618186280244590E+01    0.163065607686545064E+03
    0.251913586726261229E+01    0.155148981090582347E+10    0.470132220588744701E+03   -0.927188191942391882E-01   -0.130259793463931040E+01   -0.315960080705259028E+01   -0.295501832321486457E+01    0.163069411600982221E+03
    0.254084166536321909E+01    0.177431877515942621E+10    0.791142921211139537E+03   -0.334661752166981685E+00   -0.327139265096753595E+01   -0.309746600975691644E+01   -0.189140754648845277E+01    0.163126354759402460E+03
    0.283158887709435270E+01    0.165485560062507224E+10    0.702311666081953945E+03   -0.779615496918343531E+00   -0.236973423569476349E+01   -0.582410895870933931E+01   -0.558896075727271047E+01    0.163172863868589445E+03
    0.289030753843873445E+01    0.165241868058771539E+10    0.675902671475553575E+03    0.373668584497295342E-01   -0.213710357235447912E+01   -0.264162842655208374E+01   -0.478861908809691439E+01    0.163207188560763029E+03
    0.291964501299705637E+01    0.158723215845722961E+10    0.905422478789295837E+03    0.199273306880620815E+01   -0.152406102992081394E+01   -0.190912587870753114E+01   -0.499099014622949433E+01    0.163219817900241878E+03
    0.270471310649910901E+01    0.164315355308444214E+10    0.658257505789366405E+03   -0.894483023193357596E+00   -0.193711718220091633E+01   -0.430902368620639376E+01   -0.279451803755189543E+01    0.163230643545627970E+03
    0.288819997257715144E+01    0.154541612139403486E+10    0.105135873255171691E+04    0.131539875026447106E+01   -0.160643275518572715E+01   -0.338107866772259280E+01   -0.192001473806565670E+01    0.163276239405407267E+03
    0.289101805960252101E+01    0.161643864079032087E+10    0.865671521414461040E+03   -0.776593312262841451E+00   -0.176406919594101375E+01   -0.413645826006485784E+01   -0.489837325600482831E+01    0.163277177340524076E+03
    0.288867157191510815E+01    0.150028024961879849E+10    0.971248053206500003E+03    0.529941337383366573E+00   -0.870308916671499233E+00   -0.505396861415141174E+01   -0.460450276101635581E+01    0.163318686627443412E+03
    0.262199010479913763E+01    0.169757633690779471E+10    0.620457405728643721E+03    0.885783220434805507E+00   -0.297072510578704829E+01   -0.187189922514628737E+01   -0.465572764483992962E+01    0.163343761258635283E+03
    0.286323319655292963E+01    0.160999971763381195E+10    0.739009101057280304E+03   -0.394983172560916529E-01   -0.190837181375224052E+01   -0.486283080078465701E+01   -0.401555380546208340E+01    0.163357212667930213E+03
    0.263568900170837095E+01    0.168482725958593082E+10    0.711711448208910497E+03    0.451630214238818439E-01   -0.251016736303226429E+01   -0.176379741770900900E+01   -0.225023408736741359E+01    0.163406793394789702E+03
    0.248217696326433579E+01    0.156536912126310444E+10    0.396702309424484270E+03   -0.227097996887348463E+01   -0.123614701084859835E+01   -0.293135321180087116E+01   -0.142724969402869029E+01    0.163525126559707701E+03
    0.282984636245582033E+01    0.159001428494674778E+10    0.579985580536524594E+03   -0.861566654492867734E+00   -0.138842507549042882E+01   -0.222962997799144347E+01   -0.408399416988700992E+01    0.163563171777796441E+03
    0.275530169937350378E+01    0.163058871674094510E+10    0.454866296497642281E+03   -0.590494573930694600E+00   -0.176475852281729928E+01   -0.381930232860213437E+01   -0.353453050159601068E+01    0.163595153340754507E+03
    0.282018746971561374E+01    0.167895651652474880E+10    0.628657722247065067E+03   -0.494920181480824617E+00   -0.225548452393128152E+01   -0.392026172964132691E+01   -0.348261983601586866E+01    0.163600933551344497E+03
    0.268261591355376616E+01    0.152521528316792631E+10    0.560645111243339670E+03   -0.266334608528885264E+01   -0.117214916690858395E+01   -0.494338451261171308E+01   -0.466134268372663563E+01    0.163605631787802452E+03
    0.258804641299204530E+01    0.174769514810903049E+10    0.707122736924099854E+03    0.120779638599662853E+01   -0.298323004959719729E+01   -0.246136772727634145E+01   -0.284168892547870300E+01    0.163608518842376299E+03
    0.276577230765536974E+01    0.154988854076493073E+10    0.574259893058201442E+03    0.824346117288755842E+00   -0.490724865145367950E+00   -0.185658857708333702E+01   -0.500320781138673087E+01    0.163673974826310342E+03
    0.263406571716752769E+01    0.166260660965019917E+10    0.775661280594285586E+03    0.259827856502432120E+00   -0.262138146759061064E+01   -0.517321022177579160E+01   -0.213593632623697038E+01    0.163690654436379390E+03
    0.283384458350293844E+01    0.147269545938605690E+10    0.103810124257887310E+04    0.133063401128860459E+01   -0.121686783146557786E+01   -0.136373507348073453E+01   -0.422783207760499735E+01    0.163708603842491101E+03
    0.278157882909418497E+01    0.155880491704685116E+10    0.995055332734630952E+03    0.133313109935079943E+01   -0.185185358735156935E+01   -0.416242938574104482E+01   -0.128697660592906793E+01    0.163733979584666969E+03
    0.260861931360174282E+01    0.168113698035196042E+10    0.347294409721594604E+03    0.430406736487759289E+00   -0.234912489604436248E+01   -0.355130010721775458E+01   -0.587114229600510740E+01    0.163793045700077073E+03
    0.280025215212125023E+01    0.167003172154177713E+10    0.530536103691246694E+03    0.138983713670505438E+00   -0.205214466483211133E+01   -0.506615679888038706E+01   -0.309694506546618431E+01    0.163835207386515634E+03
    0.286509684276356280E+01    0.161168975149407887E+10    0.749747838463760218E+03   -0.576838926939418073E+00   -0.190290548127613413E+01   -0.229456110592081952E+01   -0.442581294592314745E+01    0.163839781614797715E+03
    0.283223971098694038E+01    0.167470061330682349E+10    0.605695894786954113E+03    0.658353073173136849E+00   -0.238699735228359211E+01   -0.578862478978512662E+01   -0.345520435091080369E+01    0.163840351477863663E+03
