Nested Sampling Global Log-Evidence           :    0.160337970359854069E+03  +/-    0.159698704384439394E+00
Nested Importance Sampling Global Log-Evidence:    0.159351339778840753E+03  +/-    0.683556806104109183E-01

Dim No.       Mean        Sigma
   1    0.267280600237157850E+01    0.988362047959039508E-01
   2    0.160895197522758341E+10    0.638371096767224297E+08
   3    0.685870445858581320E+03    0.159559459550384361E+03
   4    0.282636423216264532E+00    0.992035425978553209E+00
   5   -0.226551722576992853E+01    0.621576291610999587E+00
   6   -0.211807014588588505E+01    0.805058797307796947E+00
   7   -0.360109021583134892E+01    0.134788690497062813E+01
   8   -0.334235603209023857E+01    0.144497569038149765E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.269024915924450614E+01
   2    0.147664157543840003E+10
   3    0.758854497893527423E+03
   4    0.822212576250014315E+00
   5   -0.134555140200501011E+01
   6   -0.861652543908917323E+00
   7   -0.505114115477750225E+01
   8   -0.113821010096012643E+01

MAP Parameters
Dim No.        Parameter
   1    0.269024915924450614E+01
   2    0.147664157543840003E+10
   3    0.758854497893527423E+03
   4    0.822212576250014315E+00
   5   -0.134555140200501011E+01
   6   -0.861652543908917323E+00
   7   -0.505114115477750225E+01
   8   -0.113821010096012643E+01
