    0.443877410888671875E+01    0.203718606226205850E+10    0.467289733886718750E+03   -0.255925035476684570E+01   -0.146609294414520264E+01   -0.118112182617187500E+01   -0.298209428787231445E+00   -0.281184911727905273E+00   -0.999999999999999998E+98   -0.599146350544150419E+01    1
    0.466571125388145447E+01    0.158111552230834961E+10    0.683927106857299805E+03   -0.245065689086914062E+00   -0.341285777091979980E+01   -0.295253705978393555E+01   -0.683851718902587891E+00   -0.248683691024780273E-01   -0.999999999999999998E+98   -0.599396350544151169E+01    1
    0.420111930370330811E+01    0.238080855877161026E+10    0.216947178840637207E+04    0.109440326690673828E+01   -0.182191622257232666E+01   -0.210720419883728027E+00   -0.327803850173950195E+00   -0.260416030883789062E+00   -0.999999999999999998E+98   -0.599646350544151474E+01    1
    0.491940718889236450E+01    0.165143907398819947E+10    0.156317977905273438E+04   -0.509211301803588867E+01   -0.153891205787658691E+00   -0.150823473930358887E+00   -0.220823335647583008E+01   -0.136401951313018799E+01   -0.999999999999999998E+98   -0.599896350544151957E+01    1
    0.454585120081901550E+01    0.165039681886553764E+10    0.778610038757324219E+03   -0.561965560913085938E+01   -0.505582273006439209E+01   -0.196287238597869873E+01   -0.379166364669799805E+00   -0.179213762283325195E+00   -0.999999999999999998E+98   -0.600146350544151552E+01    1
    0.207712271809577942E+01    0.157237253029227257E+10    0.221944825649261475E+04   -0.294053745269775391E+01   -0.460735201835632324E+00   -0.314044833183288574E+00   -0.168020725250244141E-01   -0.279751861095428467E+01   -0.999999999999999998E+98   -0.600396350544151858E+01    1
    0.203288355469703674E+01    0.151101040583372116E+10    0.324129748344421387E+03    0.790459632873535156E+00   -0.187225341796875000E+00   -0.589121103286743164E+00   -0.135964035987854004E+00   -0.340006256103515625E+01   -0.999999999999999998E+98   -0.600646350544151630E+01    1
    0.307353320717811584E+01    0.246178709807157516E+10    0.125451736450195312E+04   -0.443275594711303711E+01   -0.522474646568298340E+01   -0.382674336433410645E+00   -0.648597478866577148E-01   -0.192935228347778320E+01   -0.999999999999999998E+98   -0.600896350544152469E+01    1
    0.420639249682426453E+01    0.174352072227358818E+10    0.374170231819152832E+03   -0.336486911773681641E+01   -0.782968282699584961E+00   -0.294775843620300293E+00   -0.164583563804626465E+00   -0.548353493213653564E+01   -0.999999999999999998E+98   -0.601146350544151886E+01    1
    0.352572479844093323E+01    0.202391068558335328E+10    0.573901700973510742E+03   -0.551744413375854492E+01   -0.908446311950683594E-01   -0.671310424804687500E+00   -0.384863519668579102E+01   -0.556189906597137451E+01   -0.999999999999999998E+98   -0.601396350544150859E+01    1
    0.418276900053024292E+01    0.149467243589997315E+10    0.637308526039123535E+03   -0.313673782348632812E+01   -0.278663635253906250E+00   -0.621900558471679688E-01   -0.290319728851318359E+01   -0.177960062026977539E+01   -0.999999999999999998E+98   -0.601646350544151520E+01    1
    0.327670791745185852E+01    0.180366899371266365E+10    0.755221772193908691E+03   -0.357003688812255859E+00   -0.333954691886901855E+00   -0.290355563163757324E+00   -0.280353069305419922E+00   -0.140257501602172852E+01   -0.999999999999999998E+98   -0.601896350544151559E+01    1
    0.531278464198112488E+01    0.269884438374519396E+10    0.345208692550659180E+03    0.126595020294189453E+00   -0.327431559562683105E+01   -0.323814153671264648E-01   -0.883481025695800781E+00   -0.178685367107391357E+01   -0.999999999999999998E+98   -0.602146350544152753E+01    1
    0.287050828337669373E+01    0.251088793191671371E+10    0.406653690338134766E+03    0.201189041137695312E+00   -0.102314293384552002E+01   -0.144823551177978516E+00   -0.313849568367004395E+00   -0.556626319885253906E+00   -0.999999999999999998E+98   -0.602396350544153325E+01    1
    0.416895443201065063E+01    0.141148129215002060E+10    0.669332790374755859E+03   -0.294223737716674805E+01   -0.296911239624023438E+00   -0.501342058181762695E+01   -0.409452080726623535E+00   -0.944635391235351562E+00   -0.999999999999999998E+98   -0.602646350544152298E+01    1
    0.207442343235015869E+01    0.175213762025475526E+10    0.339037942886352539E+03    0.833216667175292969E+00   -0.342440414428710938E+01   -0.146763324737548828E-01   -0.225258922576904297E+01   -0.101792335510253906E+01   -0.999999999999999998E+98   -0.602896350544150561E+01    1
    0.515132546424865723E+01    0.157965156472921371E+10    0.163675932884216309E+04   -0.403286123275756836E+01   -0.250672101974487305E-01   -0.258117127418518066E+01   -0.108182537555694580E+01   -0.569430077075958252E+01   -0.999999999999999998E+98   -0.603146350544150955E+01    1
    0.220596829056739807E+01    0.166094804767966270E+10    0.163970260620117188E+04    0.920806884765625000E+00   -0.152368533611297607E+01   -0.133718311786651611E+01   -0.304054820537567139E+01   -0.179156184196472168E+01   -0.243317750561845557E+13   -0.603396350544152682E+01    1
    0.211026892066001892E+01    0.237288771986484528E+10    0.151980428695678711E+04   -0.849465847015380859E+00   -0.513010382652282715E+01   -0.824591517448425293E+00   -0.550314402580261230E+01   -0.412832808494567871E+01   -0.162007829769461499E+13   -0.603646350544153165E+01    1
    0.230175507068634033E+01    0.221641393996477127E+10    0.163924245834350586E+04    0.459760189056396484E+00   -0.370087587833404541E+01   -0.936300516128540039E+00   -0.589571964740753174E+01   -0.400193452835083008E+01   -0.764458870130948608E+12   -0.603896350544152227E+01    1
    0.212581083178520203E+01    0.236414097753047991E+10    0.218872945308685303E+04   -0.304353761672973633E+01   -0.392377924919128418E+01   -0.301341784000396729E+01   -0.947976708412170410E+00   -0.131438684463500977E+01   -0.205865394941048035E+12   -0.604146350544151556E+01    1
    0.215378835797309875E+01    0.274162901486873627E+10    0.227154557704925537E+04   -0.551951837539672852E+01   -0.194293856620788574E+01   -0.578564178943634033E+01   -0.537816166877746582E+00   -0.256399691104888916E+01   -0.128072438758682251E+12   -0.604396350544152039E+01    1
    0.211479380726814270E+01    0.218932180732727051E+10    0.158600776195526123E+04   -0.524332475662231445E+01   -0.159339237213134766E+01   -0.339178204536437988E+00   -0.509395086765289307E+01   -0.509533023834228516E+01   -0.810371593376631622E+11   -0.604646350544152966E+01    1
    0.218646350502967834E+01    0.191766575192928314E+10    0.215037946701049805E+04   -0.585926675796508789E+01   -0.569210171699523926E+00   -0.280385506153106689E+01   -0.514632654190063477E+01   -0.288562452793121338E+01   -0.234772190605755463E+11   -0.604896350544152206E+01    1
    0.204653206467628479E+01    0.244499675641179085E+10    0.140375869274139404E+04    0.362869262695312500E+00   -0.581475734710693359E+00   -0.152929866313934326E+01   -0.284732329845428467E+01   -0.527041375637054443E+01   -0.174589817435914116E+11   -0.605146350544152156E+01    1
    0.219551390409469604E+01    0.232857979279279709E+10    0.194930617809295654E+04   -0.570667600631713867E+01   -0.460832834243774414E+01   -0.296859884262084961E+01   -0.950039148330688477E+00   -0.130540394783020020E+01   -0.609323026742498589E+10   -0.605396350544152995E+01    1
    0.222642102837562561E+01    0.212789717756390595E+10    0.206595294475555420E+04   -0.398736858367919922E+01   -0.321036100387573242E+00   -0.185847008228302002E+01   -0.377832269668579102E+01   -0.597307920455932617E+01   -0.576581531829526520E+10   -0.605646350544151790E+01    1
