Nested Sampling Global Log-Evidence           :    0.157591084295041838E+03  +/-    0.153897964372736673E+00
Nested Importance Sampling Global Log-Evidence:    0.156748232338354626E+03  +/-    0.337769173670693923E-01

Dim No.       Mean        Sigma
   1    0.262263119108049159E+01    0.107394067680526104E+00
   2    0.160388911124960184E+10    0.590733997464193329E+08
   3    0.531070478762463722E+03    0.123013848440472159E+03
   4    0.158871033494164482E+00    0.104223987051091349E+01
   5   -0.166784269773933946E+01    0.616628437180719580E+00
   6   -0.318002523672818738E+01    0.152210293101761640E+01
   7   -0.352505805650820081E+01    0.141348108212167478E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.254128543786500760E+01
   2    0.152837485447244143E+10
   3    0.474712651115046924E+03
   4    0.747547634186110699E+00
   5   -0.849262361598578153E+00
   6   -0.870750353630782570E+00
   7   -0.385942298126953753E+01

MAP Parameters
Dim No.        Parameter
   1    0.254128543786500760E+01
   2    0.152837485447244143E+10
   3    0.474712651115046924E+03
   4    0.747547634186110699E+00
   5   -0.849262361598578153E+00
   6   -0.870750353630782570E+00
   7   -0.385942298126953753E+01
