    0.267619300869172871E+01    0.154775626343130851E+10    0.931221572154382443E+03   -0.203300339446740841E+01   -0.220529034438003446E+01   -0.464322833576763028E+01   -0.563888671003329378E+01   -0.296804248863369757E+01    0.162158119884252130E+03
    0.296824844401945143E+01    0.158330277653418899E+10    0.102211335244057648E+04    0.173873250988108641E+01   -0.224789960125883592E+01   -0.221055881355769301E+01   -0.234435828156435111E+01   -0.246428418105888980E+01    0.162444846344872929E+03
    0.279266825254189710E+01    0.166540980775259638E+10    0.778994670446420855E+03    0.141771839740730066E+01   -0.369424676565180299E+01   -0.228654845939505602E+01   -0.305139140735371273E+01   -0.103177100710047220E+01    0.162573315366566817E+03
    0.280500112391107947E+01    0.174865977538075352E+10    0.928566411139411343E+03    0.681727361696211176E+00   -0.355895329479362266E+01   -0.344178441204026164E+01   -0.196426686752811186E+01   -0.561046393615262939E+01    0.163013685947376644E+03
    0.263639324595685709E+01    0.173685513567747331E+10    0.778857812294488895E+03    0.192395663847294784E+00   -0.453697618443132278E+01   -0.293597484866655467E+01   -0.315132675510509630E+01   -0.107000261165473365E+01    0.163048929547455174E+03
    0.289284783880751295E+01    0.156410480845048881E+10    0.748020473593681913E+03    0.248643583454173367E+00   -0.192383210615106748E+01   -0.852288546232502497E+00   -0.523818898030802771E+01   -0.477785197119098726E+01    0.163660695952760165E+03
    0.253206096181387830E+01    0.160070098575033522E+10    0.429742551028923288E+03   -0.470847954892531284E+00   -0.139213163905176174E+01   -0.484973404597862690E+01   -0.246438796623999190E+01   -0.353282702717335351E+01    0.163704258489031076E+03
    0.259099784114187681E+01    0.164998088355130148E+10    0.588296893494050892E+03   -0.142861245486589006E+01   -0.321201768591360759E+01   -0.166588036350086988E+01   -0.446546787291384284E+01   -0.150404195601293367E+01    0.164129587422643567E+03
    0.284344776363022511E+01    0.164077509742238116E+10    0.569882060507431675E+03   -0.494502630943928878E+00   -0.175017462603326290E+01   -0.459949222619282949E+01   -0.427704795163210338E+01   -0.288839692571636153E+01    0.164250761906614798E+03
    0.236618671791465962E+01    0.160514995121435285E+10    0.310475892063556500E+03   -0.391157802188638826E+00   -0.189055724248851931E+01   -0.381173847425022139E+01   -0.144701829278599803E+01   -0.253324006513188094E+01    0.164369002446525769E+03
    0.259777881899216645E+01    0.162803428158550978E+10    0.380509807805817388E+03    0.574755039385891564E+00   -0.129735399878418978E+01   -0.354514285444587163E+01   -0.307047155831227769E+01   -0.261225734020694134E+01    0.164558970602238048E+03
    0.287023134140607938E+01    0.165149831555960608E+10    0.725990029027501691E+03    0.352688742490972373E+00   -0.208900126179931611E+01   -0.563726875372102043E+01   -0.448348811123008861E+01   -0.450780333946308343E+01    0.164625648045118993E+03
    0.259707919142708032E+01    0.170370779816024661E+10    0.553718734150398404E+03   -0.848737425149904468E+00   -0.330139142197376412E+01   -0.209128349833679295E+01   -0.420540946116816894E+01   -0.136306678722466312E+01    0.164693931537853587E+03
    0.258833532683496337E+01    0.164729400818741536E+10    0.690022195939722337E+03    0.175229017435584034E+01   -0.245564671994693740E+01   -0.557685020378092311E+01   -0.172442037957111882E+01   -0.315617420924429615E+01    0.164805060105362514E+03
    0.268415793959582194E+01    0.159712584438193083E+10    0.100230521377409286E+04    0.120537810396940159E+01   -0.303609990160691545E+01   -0.217328070004140095E+01   -0.283595570798164331E+01   -0.832462299874860534E+00    0.164888157417561587E+03
    0.278298233587464772E+01    0.150554538630851054E+10    0.900177974256708239E+03   -0.243709618231620428E+01   -0.153896395774322947E+01   -0.328307377611073914E+01   -0.573555720804785629E+01   -0.351129481897081774E+01    0.165058625512398265E+03
    0.265599106171371258E+01    0.160249414817956209E+10    0.404919277331530168E+03    0.139360815572826979E+01   -0.930131848906141201E+00   -0.511627795529559837E+01   -0.276546662491137374E+01   -0.258207273030037321E+01    0.165195052044865690E+03
    0.285389184775376847E+01    0.164429907275794792E+10    0.597823834913392830E+03   -0.135773454023821571E+00   -0.235246680253191620E+01   -0.127287363266980602E+01   -0.261127235793411572E+01   -0.438346534707424418E+01    0.165290103234334907E+03
    0.258075045756794630E+01    0.171461551947732615E+10    0.595213103310983911E+03    0.421648902841624817E+00   -0.280397521218186174E+01   -0.538088933166639816E+01   -0.366146204913677131E+01   -0.716295583459108265E+00    0.165311175497560328E+03
    0.273248071400349657E+01    0.160760083786479926E+10    0.647386239228163163E+03   -0.760123221373918412E-01   -0.228856055340868814E+01   -0.248866745783138121E+01   -0.423958726641262995E+01   -0.240008968824856206E+01    0.165541402934247174E+03
    0.261769197135833709E+01    0.154472499388033843E+10    0.514286032941716826E+03    0.172930337509705101E+01   -0.136322128237806783E+01   -0.299968293383599738E+01   -0.122375194498669249E+01   -0.143481242504446982E+01    0.165672177083920900E+03
    0.281451295557269798E+01    0.163327125477362514E+10    0.676344141094797010E+03   -0.127120962502125678E+01   -0.212888353834101673E+01   -0.279008020950510716E+01   -0.550044081954215880E+01   -0.144305266438782898E+01    0.165750259725439037E+03
    0.269289223173603043E+01    0.160921759542278957E+10    0.599438477247234914E+03    0.189051905239848317E+01   -0.157441113903044005E+01   -0.598423808216837472E+01   -0.107437472521984123E+01   -0.303305622746987069E+01    0.165764296961032784E+03
    0.274741549263532558E+01    0.170764774094428539E+10    0.110668594710545813E+04    0.777902274839805230E+00   -0.368408927677807574E+01   -0.321655909724994116E+01   -0.519821419318250566E+01   -0.346907395051088230E+01    0.165836834173353481E+03
    0.293724448228248392E+01    0.157350657625561857E+10    0.117891320021022784E+04    0.169394925933098950E+01   -0.243659770030832901E+01   -0.206739996961621753E+01   -0.373262461282526337E+01   -0.147865054270883434E+01    0.165940250399668059E+03
    0.223341758754955766E+01    0.170229672378090644E+10    0.306704069528302966E+03    0.173229235571468010E+01   -0.300817099695563206E+01   -0.265500901156049984E+01   -0.325381931580111905E+01   -0.151772366594341612E+01    0.165985292818859108E+03
    0.290131020831984721E+01    0.160631433606642461E+10    0.945173880512448591E+03   -0.165905757453177927E+00   -0.191603863034941302E+01   -0.290650325392068964E+01   -0.263929005123985805E+01   -0.534827894637655366E+01    0.166055128184728659E+03
    0.253680899729727560E+01    0.165866194860005784E+10    0.488954521587150623E+03    0.152043078042840119E+01   -0.214564004405540043E+01   -0.588220651090034785E+01   -0.107847427814883812E+01   -0.238144778952639946E+01    0.166070469863413109E+03
    0.282085361896705855E+01    0.164123088738075256E+10    0.836803421828202772E+03   -0.207826749257214338E+00   -0.229278766045535765E+01   -0.445667971471319824E+01   -0.426463852210783045E+01   -0.485367655443594082E+01    0.166073849300711515E+03
    0.275808039742310829E+01    0.169446306849494696E+10    0.831708939465665026E+03   -0.257627875196943634E+00   -0.273527128026360700E+01   -0.532862343612668976E+01   -0.441562983958028177E+01   -0.543822890736295861E+01    0.166164530017777565E+03
    0.265251383120078188E+01    0.160872089714357257E+10    0.673562093837963857E+03    0.517005447116815731E+00   -0.196892363578782170E+01   -0.435534044206634707E+01   -0.495772434082618219E+01   -0.314393994878301575E+01    0.166174112142339141E+03
    0.258091283107437919E+01    0.173296333221604729E+10    0.627602643026008991E+03    0.219802643854746016E+00   -0.352606895243964491E+01   -0.361810054704503603E+01   -0.252298756328882590E+01   -0.416962060622071995E+01    0.166195096843874410E+03
    0.248340290547209142E+01    0.161350221131412125E+10    0.473696801936124075E+03   -0.633828152083249385E+00   -0.217539784759736810E+01   -0.360153416495351575E+01   -0.166425909748761125E+01   -0.147580000778817144E+01    0.166212186057244310E+03
    0.274378987810801878E+01    0.179752999947091055E+10    0.102833106915321969E+04    0.129425465191976130E+01   -0.370278100762625018E+01   -0.405396783116650639E+01   -0.533058427378684829E+01   -0.284127706680199044E+01    0.166305434553028249E+03
    0.288514146838601349E+01    0.163890590305390310E+10    0.940092583495006352E+03   -0.125582655512774366E+00   -0.247553937795115520E+01   -0.307665131420698934E+01   -0.185182905950123633E+01   -0.566194102086573992E+01    0.166337516886521001E+03
    0.264471179119411115E+01    0.161419767359839463E+10    0.421239962903046944E+03   -0.704156927352619810E+00   -0.161733892028884441E+01   -0.581901757859245450E+01   -0.317810495455957653E+01   -0.153851001723969727E+01    0.166363974222633914E+03
    0.288963076441955202E+01    0.152455020368640327E+10    0.104772818724273793E+04   -0.664525171044721752E+00   -0.142945504015407199E+01   -0.219632330648331919E+01   -0.488624353407539758E+01   -0.522049651172136375E+01    0.166371245648803949E+03
    0.247436431270186308E+01    0.155252343883868217E+10    0.649177606134128723E+03    0.199000712410833192E+01   -0.191880081751295428E+01   -0.410950356301078479E+01   -0.485877575447172916E+00   -0.159321327656711897E+01    0.166438440136694538E+03
    0.254665068941911077E+01    0.167813772786431503E+10    0.450209632611149630E+03    0.519625169496240602E+00   -0.268347937353841992E+01   -0.384425458450441226E+01   -0.223096415527769576E+01   -0.124576202614389153E+01    0.166459802425498452E+03
