    0.274965000152587891E+01    0.980812708055496216E+10    0.218656665682792664E+04    0.738501971960067749E+03    0.994254706150241807E+00    0.281777262687683105E+00    0.126620477437973022E+01   -0.379963910579681396E+01    0.813934051996822812E+14   -0.279264163970947266E+01    0.191195964813232422E+00   -0.516082872217030317E-06   -0.195975129016545257E-03   -0.655093717575073242E+01   -0.710649347305297852E+01   -0.171247482299804688E+00   -0.701613569259643555E+01   -0.212960863113403320E+01   -0.999999999999999967E+99   -0.368877528961732093E+01    1
    0.438298344612121582E+01    0.714953144604682922E+10    0.471898323297500610E+03    0.259392682313919067E+04    0.830969785637684089E+00   -0.216361808776855469E+01   -0.766981214284896851E+01   -0.354154825210571289E+01    0.194864592235639751E+09   -0.356713998317718506E+01    0.448591411113739014E+00   -0.435688909697371367E-04   -0.136863432044325779E-03   -0.444896602630615234E+01   -0.624369621276855469E+01   -0.122446060180664062E+00   -0.218997478485107422E+01   -0.647778320312500000E+01   -0.999999999999999967E+99   -0.371377528961732040E+01    1
    0.518955606222152710E+01    0.587125395887851715E+10    0.124969107508659363E+04    0.171731505393981934E+04    0.967885198112305223E+00    0.676759719848632812E+00    0.956001162528991699E+00   -0.205199146270751953E+01    0.119473465575376551E-09   -0.247434663772583008E+01    0.480798304080963135E+00   -0.117283402784112793E-03   -0.295908278212934475E-04   -0.618338441848754883E+01   -0.487027597427368164E+01   -0.177256011962890625E+01   -0.748551464080810547E+01   -0.575804233551025391E+01   -0.999999999999999967E+99   -0.373877528961732031E+01    1
    0.301680982112884521E+01    0.885373374804019928E+10    0.310788092613220215E+04    0.270645192861557007E+04    0.966904499246697635E+00    0.177375495433807373E+01   -0.431847912073135376E+01   -0.240438771247863770E+01    0.755241095024350851E-16   -0.770718848705291748E+01    0.108950138092041016E-01   -0.761915618330601130E-04   -0.841542310546616140E-05   -0.535944080352783203E+01   -0.234205436706542969E+01   -0.239141178131103516E+01   -0.386561393737792969E+01   -0.609706783294677734E+01   -0.999999999999999967E+99   -0.376377528961732111E+01    1
    0.452703526616096497E+01    0.683360563348293304E+10    0.324444488286972046E+04    0.146997085809707642E+04    0.992981682045293468E+00   -0.364459121227264404E+01    0.142677044868469238E+01   -0.314974939823150635E+01    0.167923133936061550E-07   -0.788198769092559814E+01    0.421024620532989502E+00   -0.113701639906809291E-03    0.502478214733736403E-04   -0.135166931152343750E+01   -0.559129095077514648E+01   -0.681849575042724609E+01   -0.384747362136840820E+01   -0.651285743713378906E+01   -0.999999999999999967E+99   -0.378877528961732191E+01    1
    0.377990284562110901E+01    0.642514296733379364E+10    0.341052115559577942E+04    0.161947340369224548E+04    0.794365364304564281E+00   -0.346784472465515137E+00   -0.552256464958190918E+01   -0.480310797691345215E+00    0.219173662219203025E+16   -0.149826627969741821E+02    0.890861749649047852E-01    0.413784294021018572E-04   -0.108811772350042075E-03   -0.764842891693115234E+01   -0.273933982849121094E+01   -0.629587316513061523E+01   -0.394425296783447266E+01   -0.592431926727294922E+01   -0.999999999999999967E+99   -0.381377528961732137E+01    1
    0.358264636993408203E+01    0.106354002910757065E+11    0.178136566877365112E+04    0.932407861948013306E+03    0.999322029215963026E+00   -0.764282822608947754E+00    0.228150671720504761E+01   -0.156743681430816650E+01    0.218784886889571716E+12   -0.164982435703277588E+02    0.984455704689025879E+00    0.252043778115556823E-03   -0.438067507513193443E-05   -0.458118724822998047E+01   -0.270032882690429688E+00   -0.530481290817260742E+01   -0.220381879806518555E+01   -0.238380813598632812E+01   -0.999999999999999967E+99   -0.383877528961732128E+01    1
    0.307708969712257385E+01    0.944102559138774872E+10    0.341746786832809448E+04    0.307360819578170776E+04    0.907423498996264954E+00   -0.673222899436950684E+00   -0.106783902645111084E+01   -0.191052043437957764E+01    0.244830472591294022E+11   -0.246384966373443604E+01    0.285540342330932617E+00   -0.539777880036090759E-04   -0.182713628116627876E-05   -0.179834985733032227E+01   -0.941907882690429688E+00   -0.433128976821899414E+01   -0.778874444961547852E+01   -0.564515304565429688E+01   -0.999999999999999967E+99   -0.386377528961732164E+01    1
    0.285965189337730408E+01    0.588826406919002533E+10    0.349940628409385681E+04    0.114931306838989258E+04    0.996629888414301113E+00   -0.229971408843994141E-01   -0.152189707756042480E+01   -0.191712355613708496E+01    0.240877040332915762E+02   -0.170747220516204834E+01    0.658127367496490479E+00    0.374397578358725929E-04    0.240505200492019968E-05   -0.742088603973388672E+01   -0.371648168563842773E+01   -0.741175127029418945E+01   -0.524983215332031250E+01   -0.520125865936279297E+00   -0.999999999999999967E+99   -0.388877528961732022E+01    1
    0.526667544245719910E+01    0.745781961040496826E+10    0.472229397296905518E+03    0.121327883005142212E+03    0.759592669547943466E+00    0.169355332851409912E+01    0.257607108354568481E+01   -0.149284732341766357E+01    0.573438368121193257E-15   -0.164519231319427490E+02    0.262071251869201660E+00    0.255883870953218403E-04    0.239724429896547584E-04   -0.259018468856811523E+01   -0.161357498168945312E+01   -0.586528301239013672E+01   -0.374003887176513672E+00   -0.164155483245849609E+00   -0.999999999999999967E+99   -0.391377528961732102E+01    1
