209             5               0               -2211.4770451876134 0.0021765154600143434
432             9               0               -3794.3493948603236 0.003991618884934319
641             13              0               -25850.803758301612 0.005727410316467285
900             17              0               -6511.840128643502 0.00746832549571991
1001            20              0               -9499.405375069766 0.00878540164894528
1333            23              0               -4887.184378109504 0.010097850031322903
1409            28              0               -2876.5420928130206 0.012206573088963826
1605            29              0               -15036.91468386408 0.01266262842549218
1810            38              0               -3570.1889723603713 0.01653326306078169
2168            45              0               -10746.148206435837 0.01958311935265859
2249            48              0               -10422.569814312268 0.020866501728693643
2469            52              0               -22092.701332007393 0.022619818581475153
2612            57              0               -87298.22963567213 0.024746513697836134
2802            62              0               -10763.372686240245 0.0268932220670912
3003            70              0               -9813.293804234558 0.03032630463441213
3244            78              0               -58338.67962209199 0.03373279578155942
3434            82              0               -2406.0601412700244 0.03541530013084412
3624            87              0               -10011.659373611119 0.037571874923176235
3855            89              0               -2365.041913692216 0.038432899912198386
4032            91              0               -23661.83549993286 0.03928427192899916
4246            98              0               -5112.588826270103 0.0422845987478892
4468            102             0               -16671.746972723045 0.044041846659448415
4637            110             0               -2649.4947527181394 0.04746962163183424
4840            119             0               -35820.582638981985 0.05133244534333547
5042            124             0               -15369.415736486386 0.05351087894704607
5272            128             0               -7959.843996816077 0.05523884832859039
5414            134             0               -84580.38517292499 0.05789382371637556
5670            142             0               -10670.382887521357 0.061297092305289375
5812            146             0               -10109.462994940503 0.0630176583925883
6046            150             0               -3834.440261793992 0.06473338524500528
6231            156             0               -8014.870212371484 0.06730091333389282
6530            161             0               -9573.65074254425 0.06944068259663053
6622            162             0               -57533.435602393714 0.06985704143842061
6803            167             0               -9832.504331950653 0.07200869368182289
7038            170             0               -9527.730727054444 0.07330027977625529
7261            174             0               -29268.658612273295 0.07503237936231826
7404            176             0               -36922.89308728364 0.07588183707661099
7614            184             0               -10173.15442288501 0.07933454122808245
7803            187             0               -5341.116323136219 0.08061388631661733
8166            191             0               -3219.568675603601 0.08231580131583743
8306            193             0               -8033.50247678871 0.08319499797291226
8437            195             0               -13444.448987454367 0.08405950407187145
8615            202             0               -181850.74864274135 0.08706199222140842
8837            209             0               -11386.250479844675 0.08994875947634379
9001            256             0               -5946.8198060136465 0.110021769868003
9203            337             0               -2275.533809079855 0.14515998780727388
9401            417             0               -10514.784516745112 0.1796663686301973
9601            496             0               -8607.634220343138 0.21383540319071875
9800            568             0               -3543.2001680120566 0.2447111412551668
10002           639             0               -4557.317112241574 0.27460418813758425
10200           717             0               -3178.4864774030098 0.3073398211267259
10403           804             0               -84679.95747499164 0.3440649368365606
10600           884             0               -2831.245301257377 0.3778129087554084
10800           964             0               -2094.294307382453 0.4114277809858322
11000           1048            0               -3513.7456931678494 0.44668399221367305
11201           1154            0               -3006.211056271476 0.49138416932688816
11400           1247            0               -3159.8270452237957 0.5305771080652872
11602           1326            0               -2483.9972313285634 0.5635224554273818
11801           1416            0               -2187.2399173437816 0.6009840320216285
12000           1511            0               -3445.8569724467093 0.6408576332860523
12200           1603            0               -2161.419870096752 0.6792842172251807
12400           1679            0               -2123.9192057060154 0.7109377599424787
12601           1772            0               -2592.3949449426777 0.7496559450361464
12804           1866            0               -2241.444402202043 0.789038244287173
13002           1948            0               -2700.0378486534423 0.8234148173862034
13200           2030            0               -2100.1030111864943 0.858143856856558
13400           2103            0               -2049.232434961489 0.8890612392955356
13605           2189            0               -2732.0445089988916 0.9290870549281438
13801           2275            0               -2339.348453388966 0.9677493708001242
14000           2359            0               -2077.396301872032 1.006006001631419
14201           2465            0               -2146.0747209053466 1.0578867647382948
14402           2551            0               -2050.0207197556674 1.0973555374145507
14600           2649            0               -2049.0165782442864 1.1414060604572296
14802           2744            0               -2073.5035801387653 1.1849611101547877
15000           2848            0               -2157.277389389261 1.2335015857219696
15200           2949            0               -2052.3566471238196 1.2821659337812
15400           3047            0               -2020.5632256851948 1.3283238623539606
15600           3140            0               -2222.2825287405444 1.3733501578039593
15800           3238            0               -2116.5686706256097 1.4213015710645251
16000           3329            0               -2064.923968812534 1.4618941209051344
16201           3439            0               -2174.2729323066687 1.5122058471043904
16401           3541            0               -2059.590790132438 1.5612400952312682
16603           3656            0               -2019.1955448795452 1.616244152519438
16803           3761            0               -2109.351560582779 1.6625222165054745
17000           3861            0               -2009.007562893679 1.7065765418608982
17200           3971            0               -2031.1077711994621 1.755641642808914
17400           4073            0               -2079.826712839871 1.8018044323391385
17600           4162            0               -2056.720548806761 1.8398950652281443
17800           4256            0               -1981.6781482378044 1.8800361796882417
18000           4367            0               -2046.0573147748066 1.9279462818304698
18200           4473            0               -2131.8531077813327 1.9736276617977355
18400           4583            0               -1987.8833307687382 2.020862979094187
18600           4674            0               -1992.891439743352 2.0600882483853233
18803           4778            0               -1993.7256309365196 2.104951155781746
19000           4875            0               -1969.8528978233987 2.146491380400128
19200           4987            0               -2013.96036557403 2.1959963586595324
19401           5099            0               -1991.4781498463665 2.252407129075792
19601           5199            0               -2005.0708380797448 2.2965852533446416
19806           5314            0               -2013.877199228182 2.3496260373459923
20001           5423            0               -1996.1394953420577 2.4014624647299447
20200           5541            0               -1972.8959797075604 2.454646867381202
20400           5652            0               -1965.1206820388095 2.5066633039712904
20601           5763            0               -2082.364970254774 2.556853416495853
20800           5871            0               -2117.9560496153063 2.603950279023912
21000           5976            0               -1989.360999919542 2.649584895372391
21203           6085            0               -1974.948123433905 2.696842623419232
21401           6185            0               -1975.8960508746852 2.7406588439146677
21600           6309            0               -1961.4380969674964 2.794623406926791
21800           6435            0               -2072.437410783831 2.8494240703847673
22002           6565            0               -2039.755012405052 2.905986447599199
22201           6692            0               -1976.1430482274336 2.968026597897212
22401           6803            0               -2039.128505977585 3.016797514160474
22600           6919            0               -1991.143253085063 3.067575606703758
22800           7039            0               -2091.519777216549 3.120138449668884
23000           7152            0               -1977.0169489470463 3.169118724068006
23200           7266            0               -1969.0172130789115 3.219174174865087
23400           7376            0               -2040.9564662406135 3.267074120177163
23600           7492            0               -1969.9669570627896 3.3172575841347376
23800           7604            0               -2000.6471297031683 3.3703295590480167
24001           7722            0               -1959.875172823253 3.423043390777376
24201           7835            0               -1966.1899745359838 3.4742886885007223
24400           7945            0               -1993.0704456898147 3.524519377681944
24600           8038            0               -1972.7656704866754 3.565523297190666
24800           8148            0               -2043.5469490317066 3.614219008286794
