5.213245850000000070e-01 2.163041307899626897e-02
5.300362327500000026e-01 2.159766608630424994e-02
5.391913087499999868e-01 2.156533173541135689e-02
5.488277954999999375e-01 2.153331047522888744e-02
5.589892292499999416e-01 2.150159442506890603e-02
5.697193289999999966e-01 2.147061603243598932e-02
5.810618752500000816e-01 2.144033274386377211e-02
5.930820520000000817e-01 2.141204995930179669e-02
6.058384674999999220e-01 2.138146925826121467e-02
6.194014795000000184e-01 2.135226585563490542e-02
6.338558229999999849e-01 2.132469765534555570e-02
6.492772452499999680e-01 2.129913838070109436e-02
6.657754235000000742e-01 2.127242040545057264e-02
6.834568117500000595e-01 2.124764073841494544e-02
7.024397847499999070e-01 2.122719483027797269e-02
7.228669570000000322e-01 2.122005439621111808e-02
7.448857915000000052e-01 2.118580525188198949e-02
7.686609477499999343e-01 2.115856992069083467e-02
7.943705867499999407e-01 2.114216004831753412e-02
8.222003984999999293e-01 2.114512024810850585e-02
8.523412560000001026e-01 2.111187815038644000e-02
8.849849477500000283e-01 2.110461909744822118e-02
9.203074072500000424e-01 2.117649840222014454e-02
9.584589475000000469e-01 2.121596174175651925e-02
9.995451655000000546e-01 2.109519106604814537e-02
1.043603985500000109e+00 2.105213436931240370e-02
1.090595064750000009e+00 2.111467554827467508e-02
1.140386939249999898e+00 2.125891507130958993e-02
1.192753758499999872e+00 2.112941138537973926e-02
1.247387312750000143e+00 2.104830740202819073e-02
1.303915343250000136e+00 2.111116091708108156e-02
1.361929377749999892e+00 2.161990987542752526e-02
1.421014435500000062e+00 2.169332474677022199e-02
1.480775884499999862e+00 2.142868328799142630e-02
1.540856653499999895e+00 2.116971466668046004e-02
1.600948947250000032e+00 2.105534163669562850e-02
1.660798268500000008e+00 2.104801049489566853e-02
1.720201859999999972e+00 2.111404353517488258e-02
1.779003355749999793e+00 2.133159239059403620e-02
1.837087421999999970e+00 2.154829851710722208e-02
1.894372284499999948e+00 2.150214547613371954e-02
1.950803083249999847e+00 2.151877156072376507e-02
2.006346458499999930e+00 2.138986112498763095e-02
2.060985094499999892e+00 2.119224285415583636e-02
2.114714954000000091e+00 2.109049227433864790e-02
2.167541223749999801e+00 2.106427539543817562e-02
2.219475540500000399e+00 2.107838313245687795e-02
2.270534951500000176e+00 2.110936394071466146e-02
2.320739718500000048e+00 2.119281526200143817e-02
2.370112173749999940e+00 2.124696240613691348e-02
2.418676733000000301e+00 2.131883178677507901e-02
2.466457386999999724e+00 2.146495749137036432e-02
2.513479300750000256e+00 2.164867177991888075e-02
2.559767598750000150e+00 2.177585720420177964e-02
2.605345966750000297e+00 2.175311213754767270e-02
2.650238856500000129e+00 2.188792053302714494e-02
2.694469226499999870e+00 2.220337981129347563e-02
2.738059275499999945e+00 2.203238960964971557e-02
2.781031569250000057e+00 2.206911543345957058e-02
2.823406327250000292e+00 2.208467024857151476e-02
2.865203427250000434e+00 2.196277709319090915e-02
2.906442687749999809e+00 2.187624933482332917e-02
2.947141874750000223e+00 2.178258389269243853e-02
2.987318564250000197e+00 2.171033290297346222e-02
3.026989708500000376e+00 2.164334814002252805e-02
3.066171289000000133e+00 2.156876626643739608e-02
3.104878635249999963e+00 2.151464739237280571e-02
3.143126478750000175e+00 2.147478599372865810e-02
3.180928777749999714e+00 2.146188925511755691e-02
3.218298869999999923e+00 2.145173834836375942e-02
3.255249694499999791e+00 2.135630953526188383e-02
3.291793287749999575e+00 2.137644100672765959e-02
3.327941293249999877e+00 2.144608041256413841e-02
3.363704980749999685e+00 2.135824412846498016e-02
3.399095038500000054e+00 2.133706557685228003e-02
3.434121869750000222e+00 2.130804233140652301e-02
3.468795285500000158e+00 2.126688796794188110e-02
3.503124745750000102e+00 2.122792530236133207e-02
3.537119108999999817e+00 2.118634812581878316e-02
3.570786711249999801e+00 2.115209373183418728e-02
3.604136361000000122e+00 2.112358183557855665e-02
3.637176163500000392e+00 2.110182278269287851e-02
3.669913328749999870e+00 2.108864830643281466e-02
3.702355508750000190e+00 2.107766926223297518e-02
3.734509878749999956e+00 2.106998033023332190e-02
3.766382868500000036e+00 2.106260632097532379e-02
3.797981393999999788e+00 2.105789907912507947e-02
3.829312029500000047e+00 2.105666396444836469e-02
3.860380116750000035e+00 2.104989735719990304e-02
3.891191655749999700e+00 2.105041657928805043e-02
3.921752770499999929e+00 2.106146225600150426e-02
3.952068804500000088e+00 2.116610569805024364e-02
3.982144963500000134e+00 2.130145077154091751e-02
4.011986319749998309e+00 2.134662127344480118e-02
4.041597815249999393e+00 2.135772819825486335e-02
4.070984265499999921e+00 2.133371998029869390e-02
4.100150324750000408e+00 2.129064180546334784e-02
4.129099939999999691e+00 2.125859701363332077e-02
4.157837407750001546e+00 2.129203427159772830e-02
4.186367580000001531e+00 2.148427673795897178e-02
4.214694269500001589e+00 2.181059291525186405e-02
4.242820890750000018e+00 2.213993074649443435e-02
4.270751782499999649e+00 2.239793503347043899e-02
4.298490274750000673e+00 2.255285021757017644e-02
4.326039992749998397e+00 2.259420671060788019e-02
4.353404415500000013e+00 2.255477406028551582e-02
4.380586858250000049e+00 2.247132673692399038e-02
4.407590645249999994e+00 2.238087678441878781e-02
4.434418567250000720e+00 2.228874681505680147e-02
4.461074313250000145e+00 2.217795884897091896e-02
4.487560440499999359e+00 2.206880075742230843e-02
4.513879615500000497e+00 2.196384983161542293e-02
4.540035080500000042e+00 2.185062629553134392e-02
4.566029640750000063e+00 2.174006487693536105e-02
4.591865629499999990e+00 2.165601835813776507e-02
4.617545603499999984e+00 2.161181392728669937e-02
4.643072133249999567e+00 2.158704592900022312e-02
4.668447658999999916e+00 2.156130394537217679e-02
